V1,V2,V3,V4,Target
0.941996456,-1.109199235,-2.429757176,2.397269775,-1
1.418347814,-1.056727632,-0.406436235,-1.280918859,1
0.733246402,-1.947041322,0.942411287,-1.24742376,1
-0.745181151,-0.058034172,0.349609406,-0.229758907,1
0.45887724,-0.184458294,-0.425104339,-0.865696321,1
1.31598824,-1.472732615,0.344927501,-1.353345193,1
-0.169449694,-0.300871528,-0.792612446,-0.399938766,1
0.373416923,0.435894845,-0.208198687,-0.016797041,1
0.646754689,-1.143744997,-2.579943389,2.339507186,-1
0.919235681,-1.151298316,-2.728976715,2.425426995,-1
0.864671587,-1.079786331,2.645877316,2.347857572,-1
-0.257925757,0.002041434,0.843554965,-0.462262642,1
0.322924838,-1.558695837,1.064806632,-0.945207757,1
0.252912962,0.255181692,0.684198647,-0.274935618,1
0.193455248,0.815193354,-0.030868889,0.967647631,1
0.860159614,-1.303746263,-2.477818905,2.379663504,-1
-1.830145325,-1.771390959,0.335634633,-0.389275075,1
0.479384088,-1.272761003,0.28041203,-0.891291364,1
-0.334701392,-2.139012991,-0.703405393,-0.724048813,1
1.922287867,0.767928603,-0.060090752,-0.26914226,1
-1.477325071,-1.165868479,-0.38012167,-0.721217451,1
1.108487027,0.524151679,-0.75838992,-0.351984134,1
-1.776084324,0.653811773,-0.887240833,0.380130072,1
-0.052958084,0.092391808,-0.108663764,-0.929337083,1
2.053708176,0.970476106,0.850482214,-1.236553274,1
-1.449773377,-0.952616908,0.887582,-0.262453477,1
-0.241731917,0.052622225,0.649278245,-0.731817187,1
0.0317857,0.345141456,-0.52652215,0.257109155,1
-0.439276304,-0.235895389,-0.648817687,-0.616217863,1
0.677541096,-0.08163459,0.07321508,-0.048337673,1
-1.194624506,0.761438475,0.342749406,-0.302141335,1
0.836794852,0.284877959,-0.363426922,-0.261793539,1
2.170025019,-0.374083531,0.859918857,-1.246645512,1
2.346227976,0.468913183,-0.289516918,-0.573986213,1
0.887712908,0.597896957,-0.13779637,-0.222189166,1
-0.283739235,-0.2929684,0.1787367,-1.076749724,1
-0.365189459,-0.395258484,0.2228232,-0.813848423,1
1.809154314,1.298174832,0.061891458,1.040039161,1
-0.186454444,-1.392426257,0.565171272,-1.340109357,1
-1.505661491,-0.120001904,-0.175396113,0.203445627,1
0.793383626,-1.03450855,-2.504262553,2.490152862,-1
-2.357790209,-1.530608278,1.095936387,-0.103823052,1
-1.778165179,-0.030070746,0.260719957,0.775570263,1
1.202099643,-0.635576336,-0.062043078,-0.973678698,1
-1.350513618,1.290942822,-0.551407518,1.50242055,1
0.702738864,-1.133164771,-2.705597269,2.461580647,-1
1.040125333,0.48544394,0.57274217,-0.620803831,1
-1.178267152,0.751394346,0.010722155,-0.025585094,1
0.714328089,-1.109615089,-2.58942822,2.402847437,-1
-1.019912079,0.044183607,-0.2357078,0.363760124,1
-1.273674389,0.801043751,0.083274827,-0.168481364,1
-0.72659927,0.710842374,-1.687634112,-0.403052337,1
0.571913785,-1.235431858,-0.315717933,-1.601007044,1
-0.049011116,-0.880945441,0.39693897,-0.563940875,1
1.062363033,1.083617221,-1.147418622,-0.327672502,1
0.113463509,-0.707254282,-0.890726467,-0.976647219,1
-0.041584399,1.176293056,0.652918047,0.690443345,1
-1.193894498,-1.056251682,1.023917678,-0.670460783,1
2.232415537,1.59392178,-1.246474527,0.237048328,1
-0.392497641,-2.278108106,-1.568444573,-1.719417024,1
1.130856052,-0.41438481,-0.474858536,-0.791674432,1
1.021008997,-0.990762358,-0.662557195,-1.215789433,1
-1.9728003,-0.825097871,0.338382109,-0.18287949,1
-1.079056887,1.152628448,1.001646592,0.039766848,1
0.92208912,1.46434551,0.067479745,-0.782728823,1
2.501559309,2.007544442,0.613592248,-0.855815796,1
-0.635973933,2.087370333,0.070787058,0.745221,1
-0.266813741,0.310717943,0.520401427,-0.001122075,1
0.093970061,-0.074156139,0.510454076,-0.970644774,1
0.609901617,0.110635669,0.429102942,-1.016720677,1
-0.784627265,-0.167214175,0.176640581,-0.015215732,1
-0.503773956,-0.520607401,-0.301968701,-0.638175227,1
-1.293113679,0.242476698,0.150602128,-0.002544375,1
0.584000141,0.224625872,0.096727458,-0.416005567,1
2.016471426,1.289309205,-0.205529337,-0.203329988,1
-0.864513711,-0.113483301,0.318613513,-0.710170835,1
1.182959044,-0.08667715,0.395686014,-0.937935411,1
0.630411146,-1.156959288,2.599922726,2.402573837,-1
-2.324019839,-1.720768996,-0.805683132,-0.353061893,1
-1.305172397,-1.649969831,0.337974528,-0.186304246,1
-0.076311551,-0.030600744,0.31897189,-0.929700248,1
0.286481031,-1.328799581,-0.192162437,-0.978855671,1
-0.622719751,2.820260268,0.238599918,1.451413137,1
2.458437583,-2.228973355,0.367799401,-1.343606571,1
0.050882693,0.3372911,-1.051219198,-0.760895392,1
-0.158316755,0.473130645,-0.109699966,1.037121669,1
-0.031264535,2.102278937,0.116728111,-0.051584542,1
-0.147996962,0.355575104,-0.131415807,-1.211373327,1
0.729010104,0.900849183,0.250420979,-0.731528161,1
-0.263469511,-0.579518125,0.557513741,0.382078218,1
0.867526481,-0.874612538,0.154218334,-1.4046098,1
-0.863511667,-0.115058159,0.524764493,0.421240268,1
0.889137786,0.315669364,-0.566983045,-0.664080335,1
0.629485893,-1.122226197,-2.590637322,2.349355654,-1
0.416419154,1.608093171,-0.346190528,0.628072522,1
-1.13605119,-0.956847528,0.177638581,0.423794145,1
0.376027906,1.113809435,-0.238340963,-0.318860215,1
-2.025604858,-0.083303717,-0.311478716,0.159263706,1
1.26166425,1.052776108,0.092610172,-0.282373254,1
-0.241191856,-0.917729848,1.28464301,-0.194477546,1
0.768313017,-1.032851578,2.568061119,2.383361665,-1
0.913224042,0.997234903,-0.87444522,-0.366823999,1
0.11205564,-0.107916425,0.702535319,-0.915840078,1
-0.40441213,0.357135477,1.163413863,0.83679923,1
-1.392881336,-0.318466228,0.379463074,0.718856684,1
-0.505281459,-0.980290683,0.699788408,-1.10252419,1
-0.651644666,-1.047178335,0.896762373,-0.114918629,1
-1.589411477,-0.085685551,-0.641353507,-0.063480008,1
-1.131718347,-1.839739631,-0.542292055,-1.288278527,1
1.578634205,0.34192203,1.155324198,-0.306637401,1
-0.394781893,-0.0106944,-0.804993148,-0.320709666,1
0.930841015,-0.104905704,-0.277298449,0.025765802,1
-2.118363352,0.35102241,-0.942342581,0.675052586,1
0.629784032,0.225682772,-0.110945977,-0.204515961,1
-1.462981657,-0.004853379,0.076834565,0.421357337,1
-1.480633295,0.277378433,-0.341364038,0.15485718,1
-1.393511163,0.178298881,0.360721834,-0.539698173,1
1.758583812,1.092585623,0.237893526,-0.537500459,1
1.385910542,0.119354208,0.093795199,-0.868112391,1
0.598148514,-0.797788073,-0.353976418,-0.02706276,1
0.00143544,0.624766043,0.018653642,-0.9863921,1
1.695852192,-0.575119768,-0.48255486,-0.43917176,1
-0.098350497,0.559999485,-0.459771765,-0.638367363,1
0.060113489,0.182477613,0.543436125,-0.253873795,1
-1.155506166,0.834007983,0.446118345,0.006501088,1
-0.565932196,0.301005369,0.627260233,0.295678955,1
-0.924888361,-1.885719531,-0.133259004,-0.632849338,1
-0.320875972,-0.024286403,-0.00535582,0.406335974,1
-0.787616658,-0.472903074,0.804228999,-0.416317913,1
1.137963389,-1.020249841,-0.645098327,-0.521507999,1
-0.059584171,1.285521146,0.376826946,-0.167473275,1
-2.218888483,0.263553215,-0.275203704,0.190272759,1
0.489824569,-2.228776368,0.066410086,-1.376389218,1
-0.156522861,0.912669973,-0.327600684,0.321351575,1
-0.364447572,0.198423097,0.47765208,0.392568167,1
-0.559865756,1.087000036,-1.634253915,0.299136162,1
1.170889637,2.269533158,0.053834082,0.740483496,1
0.551584974,0.517999895,-0.5018497,-0.461650155,1
0.873127884,0.450551473,0.997296369,0.136715816,1
0.700474649,-1.198885557,-2.5240309,2.36192179,-1
0.345038837,0.29181408,-0.631591861,-1.195015897,1
-2.330626988,0.487652457,0.282415815,-0.019207176,1
0.784692104,-1.215912444,0.345277667,-1.555431672,1
1.037990913,1.668805811,-0.982884995,0.176933158,1
-0.621505968,-1.017862264,-0.846941525,-0.42871309,1
-0.723858039,1.548087026,-0.560039275,-0.095256448,1
-0.702880206,1.22252805,0.630278689,0.573639758,1
1.289494554,-0.492759505,0.338988834,-1.411247056,1
0.748273149,-1.085979812,2.535733997,2.332433591,-1
0.127857269,-0.606593094,0.238514885,-0.653273181,1
0.691151516,-0.335249755,0.279516828,0.1388045,1
-0.49053399,0.283372609,0.490217918,0.883977703,1
0.827527061,-1.352232575,2.500755666,2.248272256,-1
1.878013229,0.620650179,0.410218928,-0.033576681,1
-0.028882207,0.933491436,0.987581562,-0.603475714,1
-0.460072004,0.356769889,-0.28847663,0.192374158,1
0.114630988,-0.854613215,-0.423616325,-0.364418281,1
0.602500666,0.878408523,-0.82392872,0.447854174,1
0.957369142,0.504195726,-0.932143071,-0.598996379,1
1.47103365,1.494716718,-0.819020697,-0.80760001,1
0.775324738,-0.968431186,-2.749521973,2.426995813,-1
1.240105361,-0.325569257,0.613425784,-0.952481702,1
1.446784731,0.116465532,0.181230829,-0.190358045,1
-0.732139221,-1.138265102,0.809396732,-0.865495054,1
-0.923041626,-0.085968202,-0.130467227,0.171941596,1
-1.011585842,0.557130729,-0.088265595,-0.072373553,1
-1.208446272,0.31687255,0.259949882,-0.203415033,1
1.542325126,0.528019317,-0.220975448,-0.720422121,1
-1.025182032,-0.12847262,0.855184729,0.306186822,1
-0.998192339,0.549967227,-0.42210029,-0.136984299,1
2.197625303,0.251733143,0.470665727,-1.561092086,1
-1.507876389,0.77150857,-1.077208282,0.351364866,1
1.439456066,1.326908238,-0.710542706,-0.489122709,1
-0.62939258,-0.21101264,-0.235348247,-0.541469599,1
0.373994103,1.84516678,-0.927819714,0.941540714,1
-0.710520531,-0.18122104,-0.704558334,-0.203272045,1
1.083039867,1.03993659,0.543248335,-0.01980346,1
-1.638834575,0.574374682,0.072043051,-0.201848427,1
0.944424518,-0.967917731,-0.039826598,-1.081391384,1
-0.313244865,-0.108719553,-0.157087844,0.154932902,1
0.404110435,-0.064548938,0.423869187,0.069419665,1
-0.91512632,0.667596437,-0.312964211,-0.108475115,1
-0.121250602,1.550499518,-1.292539996,0.242548086,1
-0.106717051,-1.088419063,-0.616775656,-0.707925231,1
-1.565608095,0.492741293,0.21371389,0.046320044,1
-0.756753151,1.158582647,-0.310621023,0.578047418,1
-0.392806926,1.397131596,0.687077241,0.828467783,1
-1.061076585,0.253412445,0.159870929,0.08125267,1
0.172008005,-0.376135641,0.377722015,-0.471560452,1
-1.008823563,0.69162748,-1.395847804,0.112158506,1
-0.639776566,-0.349220498,0.058106203,0.373505085,1
0.784445842,-1.035566242,-2.691832938,2.493106007,-1
1.566976901,0.89955428,0.199518267,-0.608924283,1
1.007424537,-0.104394971,-1.098577816,-1.121398413,1
-1.362887319,-2.488591861,1.360469506,-1.177842299,1
-1.687950522,-0.90979875,-0.247752496,-0.776623387,1
-1.193394635,-0.383359977,-0.217044814,-0.185216129,1
-0.48351176,-0.496679522,0.877429902,0.116079683,1
-0.23737634,-0.811333201,0.721676012,-1.416639982,1
-0.227173959,-0.254349222,-0.618673001,-1.392514974,1
0.826822839,1.410294477,0.056339643,0.769688149,1
0.570968482,0.587839228,0.183973362,0.458127293,1
-0.313552643,0.845257792,-0.815185653,-0.75945522,1
0.431504265,-0.034486139,-0.275665219,-0.64505878,1
0.705767373,-0.91832139,-2.592599353,2.391651309,-1
-1.040416707,0.787982609,-1.227728634,-0.090501377,1
-1.004461893,-1.179009672,-0.22706186,-0.851681587,1
-0.102034283,0.063764235,-0.672910271,-0.902796324,1
-0.001961715,0.595740451,-0.213439496,-0.57849603,1
-1.274258105,0.091899365,0.080173098,0.265025188,1
-0.05457494,0.094537076,0.856253853,-0.360184436,1
0.201176906,0.211398944,-0.177268391,-0.334842129,1
0.858699611,1.014727882,0.297530465,-0.091300512,1
-0.057316073,1.399098303,-0.499033544,0.204334608,1
-1.072360549,-0.336460128,0.368967951,-0.157747502,1
0.053542677,0.043883931,-0.314057681,-0.245560918,1
0.181736769,-0.167424116,1.152971072,-0.141175746,1
0.640126621,-1.160383604,2.497199233,2.40636632,-1
0.241721956,1.42777747,-0.380668687,0.239791028,1
1.713266991,-1.124703078,-0.138655191,-1.303530415,1
-0.000434022,-0.304286573,-0.016662298,-0.92157708,1
-0.4157598,0.562158453,-0.263433183,0.127970943,1
1.890200591,-0.61875238,0.715617634,-0.328143961,1
1.084408568,1.668017038,-0.679436257,0.993172369,1
0.83066598,-1.037087774,2.600012092,2.375956785,-1
0.367477888,-0.881070513,-0.548162617,-0.223075926,1
-0.203128123,-0.669311292,-0.267148155,-0.478720196,1
2.029750388,0.25213529,0.114789281,-0.793568547,1
0.660883097,-1.195220896,2.520236944,2.405356119,-1
-0.435366055,-0.206482622,0.056824931,0.675676596,1
0.163690973,-0.96910243,0.200582522,-0.59342538,1
0.531650536,-0.552504099,0.410545245,-0.925545349,1
0.308163831,-0.936028079,1.062347702,-1.217496566,1
0.894819245,-1.553661088,-0.114202623,-1.288468943,1
0.933109207,-0.060327667,-0.235801768,-0.824743392,1
0.212254204,-0.019964192,-0.145878442,-0.070781539,1
1.587101769,0.113669541,0.313960438,-0.564929782,1
-0.155474081,-0.215370628,-0.004376169,-0.899948766,1
0.862764837,0.859970722,-0.346026448,0.067685183,1
0.860065636,-1.042204637,2.63568644,2.47032296,-1
-1.173970072,0.65358678,-0.915718223,-0.148077107,1
0.654198135,-1.765934844,-0.499847891,-0.838635207,1
0.665146373,-1.057244545,-2.66146731,2.444171671,-1
0.493980749,-1.045040928,-0.917022574,-0.609717107,1
-0.587025977,1.211275564,-0.418621984,0.709264171,1
0.264563746,0.875365771,0.300110745,-0.224522882,1
2.59953265,-0.012123577,-0.322578763,-1.291447843,1
-0.393982158,0.573198726,0.072370503,0.416015189,1
-0.239770936,0.3548746,0.459082107,-0.486411809,1
0.235449398,0.234030994,0.543326087,-0.597569469,1
0.374011568,0.037925095,0.003342955,-0.164054966,1
0.826150644,-1.178645381,2.615624377,2.342964954,-1
0.123028637,-0.623208389,-0.853732057,-0.510085891,1
0.264481898,1.115807136,-0.322945789,-0.505207241,1
1.635661833,1.375411521,-0.063166525,-1.07018793,1
-0.279838352,0.885916556,-0.17402592,0.147073015,1
0.296492818,1.811157108,-0.00744265,-0.61203231,1
-0.240368145,2.113461382,0.196652552,1.056630364,1
0.730162044,-1.964047488,-0.10037873,-1.69810022,1
-1.000008531,0.669677553,1.223959772,0.852442117,1
0.40296986,0.847049953,-0.071326262,0.576715239,1
0.446100728,0.053733369,1.238949672,-0.167640536,1
0.360137652,1.427058037,-0.334299261,1.126722969,1
0.625900568,0.803150034,-0.38905205,-0.160850962,1
-1.245853147,0.015165805,-0.595384382,0.776308946,1
-0.931306091,-2.208234687,-0.406818504,-0.797433527,1
-0.584794308,-0.504014478,0.639693504,-0.547521827,1
0.650127755,0.552163407,-0.896214332,-0.29392367,1
0.293541979,0.77747243,0.109782284,-0.528356743,1
0.587421229,0.128672957,-0.57824288,-0.866794013,1
-1.858074996,-1.025651846,0.297163152,-0.385969885,1
0.709994273,-1.19421897,2.739976759,2.393114065,-1
-1.696427467,-0.669514548,-0.944491628,-0.084910886,1
0.253013065,0.179134201,-0.646030251,-0.002968481,1
1.179443779,-1.573856874,0.153006616,-0.919527073,1
-2.611150235,0.626213146,0.115763922,0.31031905,1
0.79165217,-1.123247219,-2.518957964,2.428299078,-1
1.774324793,0.577738823,-0.585678067,-1.533459572,1
-0.384033883,-0.065106438,0.246881093,0.643740964,1
-1.155295127,0.62266361,0.524654002,-0.374344129,1
-0.91291255,-0.191911233,0.345117553,0.336346417,1
-0.914603145,-0.63059857,-0.030575737,-0.826523883,1
0.262673323,0.412145352,0.279763822,1.608061242,1
-0.34594599,1.219389329,0.133191403,-0.518839673,1
-0.654113179,0.054218687,0.169867817,-0.449450052,1
0.091615059,0.154403968,0.183237506,-0.310253904,1
-0.00835898,0.063093946,0.087082711,0.181890314,1
-1.376609174,-0.662585258,-1.029625403,-0.791948032,1
-0.058567075,1.208431013,0.048790894,-0.139617622,1
1.399698688,0.924064718,-1.336824512,-0.416897324,1
-0.823067104,0.299548779,0.784645703,-0.122881162,1
0.781827533,-1.064483176,-2.615950492,2.418176848,-1
0.969921429,0.943999343,-0.972860084,-0.136512427,1
0.395895385,0.246575118,0.1724861,-0.723980079,1
-1.199442149,0.302119555,-0.132722642,-0.260363803,1
-0.018524863,0.347864118,0.569885269,-0.011677853,1
-1.462288816,-0.875472953,-0.447149074,0.237717454,1
-0.643798681,2.088509061,-0.811094883,0.30054224,1
0.653167474,-1.23802813,-2.545793432,2.375957875,-1
1.279899184,0.94506574,-0.716394389,0.033060218,1
2.375251177,1.468448704,0.229943502,-0.137933023,1
0.692662396,-1.010535117,-2.668963087,2.466860361,-1
-0.576850905,0.294282226,-0.349685308,0.098857863,1
-0.207530055,0.859274898,0.155206057,-0.087571905,1
1.836605654,1.596486848,0.805393753,-0.454176351,1
-0.562900444,-1.238131066,0.381334935,-0.151049416,1
-0.631123145,-1.419788226,-0.386361035,-0.14408053,1
-1.333746033,-1.144874482,0.653016385,-0.253660286,1
1.068721879,-1.896491054,-0.912822606,-1.940558135,1
1.810147464,1.075086221,-0.056673584,-0.016051029,1
0.65130027,-1.222799367,2.650977358,2.443729994,-1
0.866815614,-1.146051227,-2.501243264,2.405297098,-1
1.044325438,0.776923073,-0.170236766,-0.376727645,1
-1.655284104,1.660377767,0.037601822,0.437884395,1
0.995539645,-0.535683635,0.765793881,-0.69851619,1
-1.320838605,0.30951841,-0.240111931,-0.166259149,1
1.052993736,-0.75329235,0.839164404,-1.193306988,1
-0.692825211,0.295965355,-0.683646702,0.496629014,1
0.982158253,-0.53710336,0.314908685,-0.650889901,1
2.03515634,-0.453353317,0.183166576,-1.261630793,1
-0.183528724,-1.194996527,-1.265453214,-1.022731796,1
1.189349861,-0.505914016,0.726377524,-0.653314563,1
0.089161968,1.022557425,0.404323662,0.022199494,1
1.829820648,0.756568252,1.024093666,-0.983716643,1
-0.220271375,-0.636916713,0.151853902,-0.156672245,1
2.262324407,0.632235367,-0.148092067,-0.891685757,1
0.24196795,0.771813808,0.074296169,0.467635924,1
0.9855803,0.880705231,-0.583089349,-1.226020937,1
-2.080068402,0.827368736,-0.144791758,0.186923034,1
0.225218882,0.974055847,-0.46959817,-0.760449248,1
0.578021504,0.448401922,-0.15560306,-0.817056297,1
-1.61233136,-0.018237422,-0.075389425,0.277843432,1
-0.504231007,0.20236791,0.153911022,-0.115250797,1
-1.76181442,1.391440664,-0.598558531,0.35752906,1
1.02395855,0.610900191,0.03844802,-0.548207742,1
-0.423614209,0.305005173,-0.504269327,-0.07337837,1
-0.757398934,-0.652915788,0.661531512,-0.168977571,1
-0.767837072,-1.272528931,0.206014081,-1.414780092,1
2.059087338,-0.050927272,-1.123775047,-0.364004275,1
0.423289153,-0.05881081,1.13621014,-0.166938086,1
0.281959792,-1.120714722,-0.507170782,-0.629773949,1
-0.70041287,1.291201388,-0.84880426,0.24186325,1
0.760315058,-0.380461228,-0.485082556,-0.732490068,1
-0.296097947,0.105303502,1.148252438,-0.111791135,1
-0.470061116,0.05283739,-0.600677142,-0.235918487,1
